,Company,HQ,Address**,City,ST,ZIP,County,Phone,Website,NAICS Code,Industry,Function,Source,St. Louis Employees,year
136,Reinsurance Group of America Inc.,St. Louis MSA,1370 Timberlake Manor Parkway,Chesterfield,MO,63017,St. Louis County,(636) 736-7000,www.rgare.com,524130,Finance & Insurance,Insurance Carriers,6,906,2016
137,Alton Memorial Hospital ,St. Louis MSA,1 Memorial Drive,Alton,IL,62002,Madison County,(618) 463-7311,www.altonmemorialhospital.org,622110,Health Care & Social Assistance,Hospital,9,903,2016
138,Amsted Rail,"Chicago, IL ",1700 Walnut St.,Granite City,IL,62040,Madison County,(618) 452-2111,www.usf-usa.com,333922,Manufacturing,Railroad car parts,7,900,2016
139,Clean-Tech Co.,St. Louis MSA,211 S. Jefferson Ave.,St. Louis,MO,63103,City of St. Louis,(314) 652-2388,www.cleanearthtech.com,561720,"Administrative & Support, Waste Management & Remediation Services",Janitorial Services,1,900,2016
140,IBM Central Region ,,500 Maryville University Dr.,St. Louis,MO,63141,St. Louis County,(314) 469-4040,www.ibm.com,423430,Professional & Scientific & Technical Services,Computers and software,2,900,2016
141,St. Anthony's Health Center ,St. Louis MSA,#1 Saint Anthony's Way,Alton,IL,62002,Madison County,(618) 465-2571,www.sahc.org,622110,Health Care & Social Assistance,Hospital System,9,880,2016
142,Drury Hotels Co.,St. Louis MSA,721 Emerson Rd.,St. Louis,MO,63141,St. Louis County,(314) 429-2255,www.druryhotels.com,74110,Accommodation & Food Services,Hotel chain,6,873,2016
143,National Personnel Records Center,,"1 Archives Drive
One Archives Dr.",St. Louis,MO,63138,St. Louis County,(314) 801-9313 ,www.archives.gov/st-louis/,AT&T,Public Administration,National military records center,2,865,2016
144,Anthem Blue Cross & Blue Shield (Healthlink Inc. and Wellpoint Inc.),"Indianapolis, IN",1831 Chestnut St.,St. Louis,MO,63103,City of St. Louis,(800) 923-8740,www.anthem.com,524114/ 621399,Finance & Insurance,Health Insurer,5,850,2016
145,Cushman & Wakefield/ Gateway Commercial,,"101 S. Hanley Road, Suite 1400",St. Louis,MO,63105,St. Louis County,314-863-4447,www.gateway-commercial.com,,,Real Estate Agent/Manager,6,850,2016
146,"President Casinos, Inc.",,802 N. 1st St.,St. Louis,MO,63102,City of St. Louis,(314) 622-3190,,711212,"Arts, Entertainment & Recreation",Gaming,,850,2016
147,Alton Community Unit School District #11 ,St. Louis MSA,1854 E. Broadway,Alton,IL,62002,Madison County,(618) 474-2600,www.alton.madison.k12.il.us,611110,Educational Services,School district,9,842,2016
148,Conoco Philips Wood River Refining Co. ,NOT St. Louis, Route 111,Roxanna,IL,62084,Madison County,(618) 254-7371,www.conocophillips.com,324110,Utilities,Oil Refinery,9,835,2016
149,Equifax,"Atlanta, GA",11432 Lackland Ave.,St. Louis,MO,63146,St. Louis County,(800) 888-8277,www.equifax.com,518210,Professional & Scientific & Technical Services,Outsources human resources,,834,2016
150,ASF Keystone,,1700 Walnut Street,Granite City,IL,62040,Madison County,(618) 452-2111,www.asfglobal.com,331110,Manufacturing,Steel   ,5,830,2016
151,CPI Corp.,St. Louis MSA,1706 Washington Ave.,St. Louis,MO,63013,City of St. Louis,(314) 231-1575,www.cpicorp.com,541921,Retail Trade,Portrait studios,6,830,2016
152,"UniGroup, Inc. ",St. Louis MSA,One Premier Drive,Fenton,MO,63026,St. Louis County,(636) 305-5000,www.unigroupinc.com,484110,Transportation & Warehousing,Moving Companies,6,830,2016
153,Preferred Family Healthcare,St. Louis MSA,4066 Dunnica Ave.,St. Louis,MO,63116,St. Louis County,(314) 584-1010,www.pfh.org,,Health Care & Social Services,"Behavior Health Services, Mental Health Counseling ",6,825,2016
154,"Jet Aviation St. Louis, a General Dynamics Company",,6400 Curtiss Steinberg Dr.,Cahokia,IL,62206,St. Clair County,(800) 222-0422,www.jetaviation.com/stlouis,336411,Manufacturing,General Aviation Services,2,810,2016
155,Catholic Diocese of Belleville ,St. Louis MSA,222 S. Third St.,Belleville,IL,62220,Madison County,(618) 277-8181,,624190,Other Services,Catholic Diocese for S. IL,3,800,2016
156,Hilti Inc. ,,1641 S. Vandeventer,St. Louis,MO,63110,City of St. Louis,(800) 879-8000,www.hilti.com,236210,Construction,Construction and Engineering,8,800,2016
157,Lou Fusz Automotive Network Inc. ,St. Louis MSA,925 N. Lindbergh Blvd.,St. Louis,MO,63141,St. Louis County,(314) 997-3400,fusz.com,441110,Retail Trade,Auto Dealerships,6,800,2016
158,Northwest R-I School District ,St. Louis MSA,2843 Community Lane,High Ridge,MO,63049,Jefferson County,(636) 677-3473,www.nwr1.k12.mo.us.edu,611110,Educational Services,Public School Districts,8,800,2016
159,Opaa! Food Management Inc.,St. Louis MSA,"17050 Baxter Rd., Ste 130",Chesterfield,MO,63005,St. Louis County,(636) 812-0777,www.opafood.com,722310,Accommodation & Food Services,Food Service,1,800,2016
160,Park Fairmount Inc,St. Louis MSA,9301 US Highway 40,Collinsville,IL,62234-1729,Madison County,(618) 345-4300,,711212,"Arts, Entertainment & Recreation",Racing Or Track Operation,8,800,2016
161,Swank Audio Visuals Inc./Swank Motion Pictures Inc. ,St. Louis MSA,211 South Jefferson Ave.,St. Louis,MO,63103,City of St. Louis,(314) 289-2120,www.swankav.com,512110,Information,Motion Picture Distribution,3,800,2016
162,Temps Inc. ,,12170 Natural Bridge Rd.,Bridgeton,MO,63044,St. Louis County,(314) 427-4440,www.tempsinc.net,532490,"Administrative & Support, Waste Management & Remediation Services",Employment Agencies - Health Care,3,800,2016
163,Wehrenberg Theaters Inc. ,St. Louis MSA,12800 Manchester Rd.,St. Louis,MO,63131,St. Louis County,(314) 822-4520,www.wehrenberg.com,711310,"Arts, Entertainment & Recreation",Entertainment- Movie Theaters,3,800,2016
164,Domino's Pizza,,"1350 Elbridge Payne Rd., Suite 208",Chesterfield,MO,63017,St. Louis County,(636) 537-1120,www.dominos.com,72211,Accommodation & Food Services,Pizza Chain,3,774,2016
165,St. Charles City R-VI School District ,St. Louis MSA,1025 Country Club Rd.,St. Charles,MO,63303,St. Charles County,(636) 443-4000,www.stcharles.k12.mo.us,611110,Educational Services,Public School Districts,5,765,2016
166,Ferguson-Florissant School District,St. Louis MSA,1005 Waterford Dr.,Florissant,MO,63033,St. Louis County,(314) 506-9004,www.fergflor.org,611110,Educational Services,Public School Districts,8,762,2016
167,Success Healthcare - St. Alexius Hospitals,,3933 S. Broadway,St. Louis,MO,63118,City of St. Louis,(314) 865-3333,www.stalexiushospital.com,622110,Health Care & Social Assistance,Hospitals - General,6,757,2016
168,Ozburn-Hessey Logistics LLC,,1600 Wayne Lanter Ave,Madison,IL,62060-1433,Madison County,(618) 452-9500,www.ohlogistics.com,484121,Transportation & Warehousing,Warehousing And Trucking,1,750,2016
169,Precoat Metals ,,"1310 Papin St., 3rd floor",St. Louis,MO,63103,City of St. Louis,(314) 436-7010,www.precoat.com,331,Manufacturing,Steel & Metal Products,3,750,2016
170,Quest Diagnostics Inc.,,11636 Administration Dr.,St. Louis,MO,63146,St. Louis County,(314) 567-3905,,621511,Health Care & Social Assistance,Diagnostic Imaging and Lab,3,750,2016
171,Yellow Transportation Inc. ,,400 Barton St.,St. Louis,MO,63104,City of St. Louis,(314) 772-2905,www.yellowfreight.com,48412,Transportation & Warehousing,Trucking - Intercity/Interstate,3,750,2016
172,Young Group Ltd. (The) ,,1054 Central Industrial Dr.,St. Louis,MO,63110,City of St. Louis,(314) 771-3080,www.theyounggroup.net,337215,Construction,Specialty Contractors - Roofing,3,750,2016
173,Jefferson County,St. Louis MSA,729 Maple St.,Hillsboro,MO,63050,Jefferson County,(636) 942-4300,www.jeffcomo.org,921110,Public Administration,County Governments,8,746,2016
174,Bodine Aluminum Inc. ,St. Louis MSA,100 Cherry Blossom Way,Troy,MO,63379,Lincoln County,(636) 462-2200,www.bodinealuminum.com,336312,Manufacturing,Car Parts Manufacturing,"6, 9",735,2016
175,Quiktrip Corp.,,2255 Bluestone Dr.,St. Charles,MO,63303,St. Charles County,(636) 916-5706,www.quiktrip.com,,Retail Trade,Gas and Convenience Stores,1,735,2016
176,Army & Air Force Exchange Svc,,404 State St Bldg 1650,Belleville,IL,62220-2423,St. Clair County,(618) 744-0877,www.aafes.com,452990,Retail Trade,General Merchandise,1,730,2016
177,Gmri Inc,,110 Ludwig Dr,Fairview Heights,IL,62208-1333,St. Clair County,(618) 397-9251,www.redlobster.com,722110,Accommodation & Food Services,Eating Place Drinking Place,1,730,2016
178,Missouri Baptist University,St. Louis MSA,One College Park Dr.,St. Louis,MO,63141,St. Louis,(314) 434-1115,www.mobap.edu,611310,Educational Services,Colleges & Universities (General and Liberal Arts & Sciences),3,726,2016
179,Kirkwood School District R-7 ,St. Louis MSA,11289 Manchester Rd.,St. Louis,MO,63122,St. Louis County,(314) 213-6102,www.kirkwood.k12.mo.us,611110,Educational Services,Public School Districts,3,724,2016
180,Xtra Lease ,,"1801 Park 270 Dr., Suite 400",St. Louis,MO,63146,St. Louis County,(314) 542-0738,www.xtralease.com,652112,Real Estate & Rental & Leasing,Trucking Services - Truck & Driver Leasing,3,722,2016
181,St. Charles Community College ,St. Louis MSA,4601 Mid Rivers Mall Dr.,St. Peters,MO,63376,St. Charles County,(636) 922-8000,www.stchas.edu,611310,Educational Services,Colleges & Universities (General and Liberal Arts & Sciences),3,718,2016
182,J.F. Electric,St. Louis MSA,100 Lakefront Pkwy.,Edwardsville,IL,62025,Madison County,(618) 797-5353,www.jfelectric.com,,Construction,"provider of electrical power, control, instrumentation, and construction services",6,712,2016
183,Convergys,"Cincinnati, OH",1900 Meyer Drury Dr,Arnold,MO,63010,St. Louis County,(636) 282-6200,www.convergys.com,56412,"Administrative & Support, Waste Management & Remediation Services",Customer Service Center,"6, 8",710,2016
184,Lutheran Church - Missouri Synod ,St. Louis MSA,1333 S. Kirkwood Rd.,St. Louis,MO,63122,St. Louis County,(314) 965-9000,www.lcms.org,813110,Other Services,Religious-Denomination Offices,,706,2016
185,Apex Oil,St. Louis MSA,8235 Forsyth Blvd,St. Louis,MO,63105,St. Louis,(314) 889-9600,www.apexoil.com,,Wholesale Trade,Petroleum,6,700,2016
186,Bandana's Bar-B-Q Inc. ,,"15450 South Outer 40 Rd., Suite 100",St. Louis,MO,63127,St. Louis County,(636) 537-8200,www.bandanasbbq.com,722211,Accommodation & Food Services,Fast Food Chain,3,700,2016
187,Belleville Public School District #118,St. Louis MSA,105 W. A St.,Belleville,IL,62220,St. Clair County,(618) 233-2830,www.belleville118.stclair.k12.il.us,611110,Educational Services,Public Schools,3,700,2016
188,Butler Fleet Services ,,9 Wharf St.,Lake St. Louis,MO,63367,St. Charles County,(636) 625-2502,,532112,Other Services,Contract mechanical maintenance,3,700,2016
189,Canteen Vending Services/Eurest Dining ,"Charlotte, NC",2331 Millpark Dr.,Maryland Heights,MO,63043,St. Louis County,(314) 423-6200,www.canteen.com,454210,Retail Trade,Operates cafeterias and vending,3,700,2016
190,East St. Louis School District,St. Louis MSA,1005 State St,East St. Louis,IL,62201-1907,St. Clair County,(618) 646-3000,www.eslccc.com,611110,Educational Services,Elementary/Secondary School,2,700,2016
191,Edwardsville Community Unit School District #7 ,St. Louis MSA,708 St. Louis St.,Edwardsville,IL,62025,Madison County,(618) 656-1182,www.ecusd7.org,611110,Educational Services,School district,3,700,2016
192,First Student Transporation Service,,"77 Westport Plaza, Suite 301",St. Louis,MO,63146,St. Louis County,(314) 275-8161,,485410,Transportation & Warehousing,School Bus Service,3,700,2016
193,FKG Oil Company ,,721 West Main St.,Belleville,IL,62220,Madison County,(800) 873-3546,www.fkgoil.com,445120,Retail Trade,Gas Stations and convenience stores,3,700,2016
194,FKI Logistex North America,,9301 Olive Blvd.,St. Louis,MO,63132,St. Louis County,(800) 325-1596,www.fkilogistex.com,35,Transportation & Warehousing,Material handling and logistics,,700,2016
195,Lanter Transport Inc. ,,1024 Eagle Park Rd.,National City,IL,62071,St. Clair County,(618) 274-3000,www.lantertransport.com,492110,Transportation & Warehousing,Warehousing and trucking,3,700,2016
196,Normandy School District ,St. Louis MSA,3855 Lucas & Hunt Rd.,St. Louis,MO,63121,St. Louis County,(314) 493-0400,,611110,Educational Services,Public School Districts,3,700,2016
197,St. Louis Auto Auction ,,13813 St. Charles Rock Rd.,Bridgeton,MO,63044,St. Louis County,(314) 739-1300,www.manheim.com,421110,Manufacturing,Motor Vehicle Wholesalers,3,700,2016
198,Wiese Planning & Engineering Inc. ,,1445 Woodson Rd.,St. Louis,MO,63132,St. Louis County,(314) 427-5200,,4216,Wholesale Trade,Industrial Machinery & Equipment,3,700,2016
199,PNC Bank,,120 S. Central Ave. ,St. Louis ,MO,63105,St. Louis County,(314) 898-1400,www.pnc.com,522110,Finance & Insurance,Banking,3,680,2016
200,RehabCare Group Inc.,"Louisville, KY","7733 Forsyth Blvd, Suite 2300",Clayton,MO,63105,St. Louis County,(314) 863-7422,www.rehabcare.com,623210,Health Care & Social Assistance,Inpatient Rehabilitation Services,8,680,2016
201,Rockwood Pigments ,,2051 Lynch Ave.,East St. Louis,IL,62204,St. Clair County,(618) 628-2300,www.rpigments.com,325510,Manufacturing,Industrial chemicals and colorants,3,680,2016
202,Webster University ,St. Louis MSA,470 East Lockwood Ave.,St. Louis,MO,63119,St. Louis County,(314) 968-6900,www.webster.edu,611310,Educational Services,University,5,679,2016
203,Bommarito Automotive Group ,St. Louis MSA,15736 Manchester Rd.,Ellisville,MO,63011,St. Louis County,(636) 391-7200,www.bommarito.com,,Retail Trade,"Automotive sales, leasing, and service",6,677,2016
204,Emmaus Homes Inc. ,St. Louis MSA,3731 Mueller Rd.,St. Charles,MO,63301,St. Charles County,(636) 534-5200,www.emmaushomes.org,813311,Health Care & Social Assistance,Residential homes for the mentally retarded,"3, 6",675,2016
205,First Banks Inc. ,St. Louis MSA,135 N. Meramec,Clayton,MO,63105,St. Louis County,(314) 854-4600,www.firstbanks.com,522390,Finance & Insurance,Banking Network,6,675,2016
206,O'Fallon Community Consolidated School District #90,St. Louis MSA,118 East Washington St.,O'Fallon,IL,62269,St. Clair County,(618) 632-3666,www.ofallon90.org,611110,Educational Services,Public Schools,2,664,2016
207,Lewis & Clark Community College ,St. Louis MSA,5800 Godfrey Rd.,Godfrey,IL,62035,Madison County,(618) 466-7000,www.lc.edu,611210,Educational Services,Colleges & Universities (General and Liberal Arts & Sciences),2,663,2016
208,St. Louis County Library District ,St. Louis MSA,1640 S. Lindbergh Blvd.,St. Louis,MO,63131,St. Louis County,(314) 994-3300,www.slcl.lib.org,514120,Educational Services,Libraries- Public,3,653,2016
209,American Red Cross Blood Services (Missouri/Illinois Region) ,St. Louis MSA,4050 Lindell Blvd.,St. Louis,MO,63108,City of St. Louis,(314) 658-2000,www.redcrossblood.org,621991,Health Care & Social Assistance,Blood bank,5,650,2016
210,Federal Express Corporation ,,6143 James S. McDonnell Blvd.,St. Louis,MO,63134,St. Louis County,,www.fedex.com,4842,Transportation & Warehousing,Courier Services,8,650,2016
211,Granite City Community Unit School District #9 ,St. Louis MSA,1947 Adams Streets,Granite City,IL,62040,Madison County,(618) 451-5800,www.granitecityschools.org,611110,Educational Services,School district,5,650,2016
212,Ladue School District ,St. Louis MSA,9703 Conway Rd.,St. Louis,MO,63124,St. Louis County,(314) 994-7080,www.ladue.k12.mo.us,611110,Educational Services,Public School Districts,3,650,2016
213,St. Andrew's Resources for Seniors,St. Louis MSA,6633 Delmar Blvd.,St. Louis,MO,63130,St. Louis,(314) 726-0111,www.standrews1.com,623110,Health Care & Social Assistance,Residential Care - Elderly,6,647,2016
214,McBride & Son Enterprises Inc. ,St. Louis MSA,16091 Swingley Ridge Rd.,Chesterfield,MO,63005,St. Louis County,(636) 537-2000,www.mcbridehomes.com,236115,Construction,Construction and Engineering,6,644,2016
215,Signature Medical Group,St. Louis MSA,12639 Old Tesson Rd. Suite 115,St. Louis,MO,63128,St. Louis,(314) 849-0311,www.signaturehealth.net,,Health Care & Social Assistance,Physician Practice Management,6,625,2016
216,Thomson Reuters ,,717 Office Parkway,Creve Coeur,MO,63141,St. Louis County,(314) 468-1000,www.reuters.com,514199,Information,News bureau,2,625,2016
217,University City School District ,St. Louis MSA,8125 Groby Rd.,St. Louis,MO,63130,St. Louis County,(314) 290-4000,www.ucityschools.org,611110,Educational Services,Public School Districts,3,625,2016
218,Woolpert,,"343 Fountains Parkway, Suite 100",Fairview Heights,IL,62208,St. Clair County,(618) 632-7004,www.woolpert.com,,,Architecture,6,622,2016
219,Amdocs ,St. Louis MSA,1390 Timberlake Manor Pkwy.,Chesterfield,MO,63017,St. Louis County,(314) 212-7000,www.amdocs.com,443120,Information,Telecom software,5,620,2016
220,Cardinal Ritter Senior Services ,St. Louis MSA,4483 Lindell Blvd.,St. Louis,MO,63108,St. Louis County,(314) 652-3600,www.archstl.org,621610,Health Care & Social Assistance,Residential homes for the elderly,3,620,2016
221,Washington School District,St. Louis MSA,220 Locust St,Washington,MO,63090,Franklin County,(636) 239-2727,,611110,Educational Services,Public elementary and secondary schools,2,620,2016
222,National General Insurance Co.,,13736 Riverport Dr Ste 700,Maryland Heights,MO,63043-4829,St. Louis County,(314) 493-8000,,5242,Finance & Insurance,Fire-Casualty Insurance Carrier,1,611,2016
223,Spectrum Brands,,One Rider Trail Plaza Drive  Ste. 300,Earth City,MO,63045,St. Louis County,(314) 683-2400,www.spectrumbrands.com,3261,Manufacturing,Household products,7,608,2016
224,Cahokia School District #187 ,St. Louis MSA,1700 Jerome Lane,Cahokia,IL,62206,St. Clair County,(618) 332-3700,www.cahokia.stclair.k12.il.us,6111,Educational Services,School district,2,607,2016
225,Casino Queen Hotel and Casino ,St. Louis MSA,200 South Front St.,East St. Louis,IL,62201,St. Clair County,(618) 874-5000,www.casinoqueen.com,7132,"Arts, Entertainment & Recreation",Hotel and Casino,6,604,2016
226,Accenture ,"Dublin, Leinster","211 North Broadway, Suite 2950",St. Louis,MO,63102,City of St. Louis,(314) 345-3000,www.accenture.com,54161,Information,Computer consulting,6,600,2016
227,Allied Waste - Republic Services of St. Louis area,"Phoenix, AZ ",12976 St. Charles Rock Rd.,Bridgeton,MO,63044,City of St. Louis,(636) 947-5959,www.republicservices.com,5621,"Administrative & Support, Waste Management & Remediation Services",Trucking,9,600,2016
