Symbol,ISIN,Name,Company Description
AMZN,US0231351067,Amazon.Com Inc,"PROVIDES ONLINE RETAIL SERVICES WHICH ENABLE MERCHANDISE AND CONTENT TO BE SOLD VIA AMAZON.COM AND OTHER WEBSITES. ALSO MANUFACTURES AND SELLS THE KINDLE E-READER. OTHER SERVICES I NCLUDE CO-BRANDED CREDIT CARDS, FULFILLMENT AND ONLINE ADVERTISING. 2012 REVENUES BY SEGMENT IN %: ELECTRONICS AND GENE RAL MERCHANDISE 63; MEDIA 33; AND OTHER 4. REVENUES BY AREA IN %: NORTH AMERICA 62; AND INTERNATIONAL 38."
SGL.KR,KR7005930003,Samsung Electronics,"SAMSUNG ELECTRONICS COMPANY LIMITED. SAMSUNG ELECTRONICS CO., LTD. MAINLY ENGAGED IN THE PRODUCTION OF CONSUMER ELECTRONIC PRODUCTS. IT OPERATES IN TWO DIVISIONS: DMC DIVISION, WHICH IS DIVIDED INTO CONSUMER ELECTRONICS (CE) AND INFORMATION TECHNOLOGY & MOBILE COMMUNICATIONS (IM) BUSINESSES, AS WELL AS DS DIVISION, WHICH IS DIVIDED INTO SEMICONDUCTOR AND LIQUID CRYSTAL DISPLAY (LCD) BUSINESSES. ITS CE BUSINESS ENGAGES IN THE PRODUCTION OF COLOR TELEVISIONS (CTVS), MONITORS, AIR CONDITIONERS, REFRIGERATORS AND OTHERS. ITS IM BUSINESS ENGAGES IN THE PRODUCTION OF PRINTERS, COMPUTERS, HANDHOLD PHONES (HHPS) SUCH AS FEATURE PHONES, SMART PHONES AND OTHERS, AND NETWORK SYSTEMS, AMONG OTHERS. ITS SEMICONDUCTOR BUSINESS ENGAGES IN THE PRODUCTION OF SEMICONDUCTORS, SUCH AS MEMORIES, SYSTEM LARGE SCALE INTEGRATED CIRCUITS (LSIS) AND OTHERS. ITS LCD BUSINESS ENGAGES IN THE PRODUCTION OF THIN FILM TRANSISTOR"
SMSN.GB,US7960508882,Samsung Eltn.Gdr (Xsq),
BHP,US0886061086,B H P Billiton Ltd Adr,"AUSTRALIAN CO ENGAGED IN THE MINING OF METALLURGICAL AND ENE RGY COAL, IRON ORE, OIL, GAS, MANGANESE AND BASE METALS. 201 2-13 REVENUES BY SEGMENT IN %: IRON ORE 31; PETROLEUM AND PO TASH 20; COPPER 18; COAL 16; AND ALUMINUM, MANGANESE AND NICKEL 15. REVENUES BY GEOGRAPHIC AREA IN %: CHINA 29; NORTH A MERICA 13; JAPAN 12; REST OF ASIA 21; UNITED KINGDOM 2; REST OF EUROPE 10; AUSTRALIA 7; SOUTH AMERICA 3; SOUTHERN AFRICA 2; AND REST OF WORLD 1."
T,US00206R1023,A T & T Inc,"PROVIDES LOCAL EXCHANGE, LONG DISTANCE, NETWORK ACCESS AND W IRELESS SERVICES IN THE U.S. AND THE WORLD FOR RESIDENTIAL A ND BUSINESS CUSTOMERS. ALSO PROVIDES DATA/INTERNET AND DIREC TORY SERVICES. AS OF 12/12, OPERATED 31.8 MIL ACCESS LINES - (16 MIL RESIDENTIAL, 14 MIL BUSINESS AND 2 MIL WHOLESALE) AN D SERVED 107 MIL WIRELESS CUSTOMERS. 2012 REVENUES BY SEGMEN T IN %: WIRELESS 46; DATA 25; VOICE 18; EQUIPMENT 6; AND OTH ER 5."
KO,US1912161007,Coca Cola Co,"MANUFACTURES NON-ALCOHOLIC BEVERAGE CONCENTRATES AND SYRUPS SOLD TO BOTTLERS AND FOUNTAIN WHOLESALERS IN OVER 200 COUNTR IES. OWNS OR LICENSES ABOUT 500 BRANDS INCLUDING DIET AND LI GHT DRINKS, TEAS, WATERS, JUICES AND ENERGY DRINKS. 2012 REVENUES BY SEGMENT IN %: NORTH AMERICA 43; BOTTLING INVESTMEN TS 18; PACIFIC 12; EUROPE 10; LATIN AMERICA 10; AND EURASIA AND AFRICA/CORPORATE 7."
V,US92826C8394,Visa Inc Cl A,"PROVIDES GLOBAL PAYMENT SOLUTIONS IN SUPPORT OF THE CREDIT A ND DEBIT PAYMENT PROGRAMS OF FINANCIAL INSTITUTIONS. MANAGES CREDIT CARD BRANDS SUCH AS VISA, VISA ELECTRON, PLUS AND IN TERLINK. PROVIDES PAYMENT PLATFORMS AND TRANSACTION PROCESSING SERVICES. 2012-13 REVENUES BY SEGMENT IN %: SERVICE 45; DATA PROCESSING 39; AND INTERNATIONAL TRANSACTION AND OTHER 16. U.S. OPERATIONS ACCOUNTED FOR 54% OF TOTAL REVENUES."
ORCL,US68389X1054,Oracle Corp,"DEVELOPS DATABASE, MIDDLEWARE AND BUSINESS APPLICATION SOFTW ARE AND HARDWARE SYSTEMS FOR ENTERPRISES. SOFTWARE MANAGES D ATABASES, INTEGRATES BUSINESS APPLICATIONS, AND AUTOMATES AN D OPTIMIZES BUSINESS PROCESSES. 2012-13 REVENUES BY SEGMENT IN %: SOFTWARE 74; HARDWARE SYSTEMS 14; AND SERVICES 12. REV ENUES BY AREA IN %: UNITED STATES 43; UNITED KINGDOM 6; JAPA N 4; GERMANY 4; CANADA 3; AUSTRALIA 3; FRANCE 3; AND OTHER 3 4."
CCBN.HK,CNE1000002H1,China Con.Bank 'H',"CHINA CONSTRUCTION BANK CORPORATION IS A COMMERCIAL BANK. THE BANK OPERATES ITS BUSINESSES THROUGH CORPORATE BANKING BUSINESS, INCLUDING CORPORATE DEPOSIT, CORPORATE CREDIT LOAN, ASSET CUSTODY, ENTERPRISE ANNUITY, TRADE FINANCING, INTERNATIONAL SETTLEMENT, INTERNATIONAL FINANCING AND VALUE-ADDED SERVICES, AMONG OTHERS; PERSONAL BANKING BUSINESS, INCLUDING PERSONAL DEPOSIT, LOAN, BANK CARD SERVICES, FOREIGN EXCHANGE TRADING AND GOLD TRADING, AMONG OTHERS, AS WELL AS CAPITAL BUSINESS. THE BANK ALSO INVOLVES IN PROVISION OF ELECTRONIC BANKING, ONLINE BANKING, MOBILE PHONE BANKING AND TELEPHONE BANKING SERVICES, EQUITY INVESTMENT, AS WELL AS FUND MANAGEMENT AND BANKING INVESTMENT BUSINESSES. THE BANK OPERATES ITS BUSINESSES IN DOMESTIC AND OVERSEAS MARKETS."
BUD,US03524A1088,Anheuser-Busch Inbev Adr,"MANUFACTURES NEARLY 200 BEER BRANDS SOLD PRIMARILY UNDER THE BUDWEISER, STELLA ARTOIS AND BECK'S BRAND NAMES. ALSO PRODU CES SOFT DRINKS IN LATIN AMERICA. OTHER BRANDS INCLUDE LEFFE , HOEGAARDEN, BUD LIGHT, SKOL AND MICHELOB. 2012 REVENUES BY AREA IN %: NORTH AMERICA 40; LATIN AMERICA NORTH 29; WESTERN EUROPE 9; LATIN AMERICA SOUTH 8; ASIA PACIFIC 7; CENTRAL AN D EASTERN EUROPE 4; AND OTHER 3. NON-BEER: 10% OF SALES."
ABI.BE,BE0003793107,Anheuser-Busch Inbev,"ANHEUSER-BUSCH INBEV SA. ANHEUSER-BUSCH INBEV SA, FORMERLY ANHEUSER-BUSCH INBEV SA/NV, IS A BREWING COMPANY. THE COMPANY PRODUCES, MARKETS, DISTRIBUTES AND SELLS A BALANCED PORTFOLIO OF APPROXIMATELY 200 BEER BRANDS. THESE INCLUDE GLOBAL FLAGSHIP BRANDS BUDWEISER, STELLA ARTOIS AND BECK'S; MULTI-COUNTRY BRANDS, SUCH AS LEFFE AND HOEGAARDEN, AND MANY LOCAL CHAMPIONS, SUCH AS BUD LIGHT, SKOL, BRAHMA, QUILMES, MICHELOB, HARBIN, SEDRIN, KLINSKOYE, SIBIRSKAYA KORONA, CHERNIGIVSKE AND JUPILER. THE COMPANY ALSO PRODUCES AND DISTRIBUTES SOFT DRINKS, PARTICULARLY IN LATIN AMERICA. THE COMPANY OPERATES IN SEVEN SEGMENTS: NORTH AMERICA, LATIN AMERICA NORTH, LATIN AMERICA SOUTH, WESTERN EUROPE, CENTRAL & EASTERN EUROPE, ASIA PACIFIC AND GLOBAL EXPORT & HOLDING COMPANIES. ON JUNE 5, 2013, ANHEUSER BUSCH INBEV SA AB COMPLETED ITS COMBINATION WITH GRUPO MODELO SAB DE CV. AS A RESULT, IT OWNS APPROXIMATELY 95% OF"
BBL,US05545E2090,B H P Billiton Plc Ads,"AUSTRALIAN CO ENGAGED IN THE MINING OF METALLURGICAL AND ENE RGY COAL, IRON ORE, OIL, GAS, MANGANESE AND BASE METALS. 201 2-13 REVENUES BY SEGMENT IN %: IRON ORE 31; PETROLEUM AND PO TASH 20; COPPER 18; COAL 16; AND ALUMINUM, MANGANESE AND NICKEL 15. REVENUES BY GEOGRAPHIC AREA IN %: CHINA 29; NORTH A MERICA 13; JAPAN 12; REST OF ASIA 21; UNITED KINGDOM 2; REST OF EUROPE 10; AUSTRALIA 7; SOUTH AMERICA 3; SOUTHERN AFRICA 2; AND REST OF WORLD 1."
C,US1729674242,Citigroup Inc,"GLOBAL HOLDING COMPANY OFFERING BANKING, INVESTMENT, INSURAN CE AND CREDIT CARD SERVICES IN MORE THAN 160 COUNTRIES. 2012 REVENUES, NET OF INTEREST EXPENSE, BY SEGMENT IN %: GLOBAL CONSUMER BANKING 57; INSTITUTIONAL CLIENTS 44; AND CITI HOLDINGS -1. REVENUES BY AREA IN %: NORTH AMERICA 42; ASIA 21; LATIN AMERICA 21; AND EUROPE, MIDDLE EAST AND AFRICA 16. AS OF 12/12, TOTAL ASSETS STOOD AT $1.86 TRIL, DOWN 1% FROM 12/ 11."
SPY,US78462F1030,Spdr S&P 500,"EXCHANGE-TRADED FUND SEEKING PERFORMANCE CORRESPONDING TO THE STANDARD AND POOR'S 500 INDEX. STATE STREET GLOBAL ADVISORS ACTS AS THE FUND'S INVESTMENT ADVISOR. AS OF 11/11, INVESTMENTS BY SECTOR IN %: INFORMATION TECHNOLOGY 19; FINANCIALS 14; ENERGY 12; HEALTH CARE 11; CONSUMER STAPLES 11; CONSUMER DISCRETIONARY 11; INDUSTRIALS 11; UTILITIES 4; AND OTHER 7. 2010-11 PORTFOLIO TURNOVER RATE WAS 4% VS 5% IN 2009-10."
MRK,US58933Y1055,Merck & Co,"DEVELOPS PRESCRIPTION DRUGS IN THE AREAS OF DIABETES, OBESIT Y, RESPIRATORY, CARDIOVASCULAR, WOMEN'S HEALTH AND OTHERS. 2 012 REVENUES BY SEGMENT IN %: PHARMACEUTICAL 77; VACCINE 10; AND OTHER 13. TOP PRODUCT REVENUES IN %: JANUVIA (DIABETES) 9; SINGULAIR (ASTHMA) 8; ZETIA 5; REMICADE 4; VYTORIN 4; JAN UMET 4; COZAAR/HYZAAR 3; ISENTRESS 3; NASONEX 3; GARDASIL 3. REVENUES BY AREA IN %: U.S. 43; EUROPE/MIDDLE EAST/AFRICA 2 7; JAPAN 11; AND OTHER 19."
BP,US0556221044,B P Plc Adr,"BRITISH COMPANY ENGAGED IN THE EXPLORATION, PRODUCTION, REFI NING, MARKETING AND TRANSPORTATION OF OIL AND GAS GLOBALLY. AS OF 12/12, PROVED RESERVES STOOD AT 10.05 BIL BBLS OF OIL AND 40.3 TRIL CU FT OF GAS. OWNS OR HAS INTERESTS IN 16 REFINERIES WITH A THROUGHPUT CAPACITY OF 2.68 MIL BBLS PER DAY. 2012 REVENUES BY SEGMENT IN %: DOWNSTREAM 82; UPSTREAM 17; AND OTHER 1. REVENUES BY AREA IN %: NON-U.S. 65; AND U.S. 35 ."
ITL.CN,CNE000001P37,Industrial & Coml.Bk.Of China 'A',"INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED (ICBC) IS INVOLVED IN THE PROVISION OF BANKING AND RELATED FINANCIAL SERVICES. THE BANK PROVIDES PERSONAL BANKING SERVICES, INCLUDING PERSONAL DEPOSITS, PERSONAL LOANS, BANK CARDS, CREDIT CARDS, PRIVATE BANKING, FUND INVESTMENT AND PERSONAL FINANCING SERVICES; CORPORATE BANKING SERVICES, INCLUDING CORPORATE DEPOSITS, LOANS, INTERNATIONAL SETTLEMENTS, INTERNATIONAL FINANCING, MANAGEMENT OF CORPORATE ANNUITY, ASSETS CUSTODY, INVESTMENT BANKING AND TRADE FINANCING SERVICES; ELECTRONIC BANKING SERVICES, INCLUDING ONLINE BANKING, TELEPHONE BANKING AND MOBILE PHONE BANKING SERVICES, AMONG OTHERS, AS WELL AS SELF-SERVICE BANKING BUSINESS. THE BANK ALSO INVOLVES IN PROVISION OF FINANCIAL CONSULTING AND CHARGE AGENCY SERVICES."
BP.GB,GB0007980591,Bp,"BP P.L.C. (BP), IS AN INTEGRATED OIL AND GAS COMPANY. THE COMPANY OPERATES IN TWO BUSINESS SEGMENTS: EXPLORATION AND PRODUCTION, AND REFINING AND MARKETING. ITS EXPLORATION AND PRODUCTION SEGMENT IS RESPONSIBLE FOR ITS ACTIVITIES IN OIL AND NATURAL GAS EXPLORATION, FIELD DEVELOPMENT AND PRODUCTION; MIDSTREAM TRANSPORTATION, STORAGE AND PROCESSING, AND THE MARKETING AND TRADING OF NATURAL GAS, INCLUDING LIQUEFIED NATURAL GAS, TOGETHER WITH POWER AND NATURAL GAS LIQUIDS. ITS REFINING AND MARKETING SEGMENT IS RESPONSIBLE FOR THE REFINING, MANUFACTURING, MARKETING, TRANSPORTATION, AND SUPPLY AND TRADING OF CRUDE OIL, PETROLEUM, PETROCHEMICALS PRODUCTS AND RELATED SERVICES TO WHOLESALE AND RETAIL CUSTOMERS. THE SEGMENT COMPRISES THREE MAIN BUSINESSES: FUELS, LUBRICANTS AND PETROCHEMICALS. EFFECTIVE JANUARY 2, 2014, BP PLC ACQUIRED A 25% STAKE IN BAHIA DE BIZKAIA ELECTRICIDAD SL."
FB,US30303M1027,Facebook Inc Cl A,"PROVIDES A SOCIAL NETWORKING PLATFORM ENABLING MEMBERS TO ST AY CONNECTED WITH FRIENDS AND FAMILY VIA FACEBOOK.COM. ALSO ALLOWS DEVELOPERS AND ADVERTISERS TO CREATE APPLICATIONS AND WEBSITES TO REACH USERS. 2012 REVENUES BY SEGMENT IN %: ADVERTISING 84; AND PAYMENTS AND OTHER FEES 16. REVENUES BY AR EA IN %: U.S. 51; AND REST OF THE WORLD 49. AS OF 12/12, HAD 1.06 BIL MONTHLY ACTIVE USERS AND 618 MIL DAILY ACTIVE USER S."
TAL.FR,FR0000120271,Total,"TOTAL SA IS A FRANCE-BASED INTEGRATED INTERNATIONAL OIL AND GAS COMPANY. IT IS AN INTEGRATED INTERNATIONAL OIL AND GAS COMPANY AND A CHEMICALS MANUFACTURER. TOTAL ENGAGES IN ALL ASPECTS OF THE PETROLEUM INDUSTRY, INCLUDING UPSTREAM OPERATIONS (OIL EXPLORATION AND PRODUCTION, TOGETHER WITH ACTIVITIES RELATED TO NATURAL GAS), REFINING & CHEMICALS (REFINING, PETROCHEMICALS, SPECIALITY CHEMICALS, CRUDE OIL TRADING AND SHIPPING) AND MARKETING & SERVICES (FOCUSED ON THE SUPPLY AND SALE OF PETROLEUM PRODUCTS, TOGETHER WITH ACTIVITIES RELATED TO RENEWABLE ENERGY). IN APRIL 12, 2013, IT INAUGURATED THE PARTNERSHIP WITH VEOLIA ENVIRONNEMENT SA THE OSILUB PLANT. IN JULY 2013, IT SOLD ITS TIGF (TRANSPORT ET INFRASTRUCTURES GAZ FRANCE), GAS TRANSPORT AND STORAGE BUSINESS. IN SEPTEMBER 2013, IT ANNOUNCED THE TRANSFER TO THE NATIONAL GAS COMPANY OF TRINIDAD &TOBAGO OF ALL OF ITS E&P ASSETS IN TRINIDAD THROUGH TH"
CMCSA,US20030N1019,Comcast Corp Cl A,"PROVIDES VIDEO, INTERNET, PHONE, NETWORK, AND BROADCAST TV S ERVICES THROUGH COMCAST CABLE/NBCUNIVERSAL .AS OF 12/12, CO HAD 22.0 MIL VIDEO, 19.4 MIL HIGH-SPEED INTERNET, AND 10 MIL PHONE SUBSCRIBERS IN THE U.S. PROGRAMMING CONTENT INCLUDES SPORTS, ENTERTAINMENT, LIFESTYLE AND GAMING CHANNELS. 2012 R EVENUES BY SEGMENT IN %: CABLE COMMUNICATIONS (VIDEO/INTERNE T/VOICE) 62; CABLE NETWORKS 14; BROADCAST TV 13; FILMED ENTE RTAINMENT 8; AND OTHER 3."
RDSA.NL,GB00B03MLX29,Royal Dutch Shell A,"ROYAL DUTCH SHELL PLC (SHELL) IS AN INDEPENDENT OIL AND GAS COMPANY, BASED IN THE UNITED KINGDOM. IT OPERATES IN THREE SEGMENTS: UPSTREAM, DOWNSTREAM AND CORPORATE. UPSTREAM COMBINES THE OPERATING SEGMENTS UPSTREAM INTERNATIONAL AND UPSTREAM AMERICAS, WHICH ARE ENGAGED IN SEARCHING FOR AND RECOVERING CRUDE OIL AND NATURAL GAS, THE LIQUEFACTION AND TRANSPORTATION OF GAS, THE EXTRACTION OF BITUMEN FROM OIL SANDS AND CONVERTING IT INTO SYNTHETIC CRUDE OIL, AND WIND ENERGY. DOWNSTREAM SEGMENT IS ENGAGED IN MANUFACTURING, DISTRIBUTION AND MARKETING ACTIVITIES FOR OIL PRODUCTS AND CHEMICALS, ALTERNATIVE ENERGY (EXCLUDING WIND), AND CARBON DIOXIDE (CO2) MANAGEMENT. CORPORATE SEGMENT REPRESENTS THE KEY SUPPORT FUNCTIONS, SUCH AS SHELL'S HOLDINGS, TREASURY AND SELF-INSURANCE ORGANIZATION. IN JANUARY 2014, ROYAL DUTCH SHELL PLC COMPLETED THE ACQUISITION OF REPSOL S.A.'S LIQUEFIED NATURAL GAS (LNG) PORTFOLIO"
VZ,US92343V1044,Verizon Communications,"PROVIDES LOCAL EXCHANGE, NETWORK ACCESS, DATA, WIRELESS AND INFORMATION SERVICES IN THE U.S. AND OVER 150 COUNTRIES TO R ESIDENTIAL AND BUSINESS CUSTOMERS. ALSO PROVIDES LONG DISTAN CE, BROADBAND AND DIGITAL TELEVISION SERVICES. AS OF 12/12, OPERATED 22.5 MIL SWITCHED ACCESS LINES AND SERVED 98.2 MIL DOMESTIC WIRELESS CUSTOMERS. 2012 REVENUES BY SEGMENT %: DOM ESTIC WIRELESS 66; AND WIRELINE 34."
SNY,US80105N1054,Sanofi,"FRENCH DEVELOPER OF PHARMACEUTICAL PRODUCTS AND VACCINES TAR GETING VARIOUS THERAPEUTIC AREAS. PRODUCTS INCLUDE TREATMENT S FOR METABOLIC DISORDERS, THROMBOSIS, CARDIOVASCULAR DISEAS ES, CANCERS AND CENTRAL NERVOUS SYSTEM DISEASES AS WELL AS - VACCINES FOR POLIO, INFLUENZA, MENINGITIS AND OTHER DISEASES . 2012 TOTAL REVENUES BY SEGMENT IN %: PHARMACEUTICALS 83; V ACCINES 11; ANIMAL HEALTH 6. NET SALES BY AREA IN %: NORTH A MERICA 33; EUROPE 32; OTHER 35."
CMCSK,US20030N2009,Comcast Corp Cla Special,"PROVIDES VIDEO, INTERNET, PHONE, NETWORK, AND BROADCAST TV S ERVICES THROUGH COMCAST CABLE/NBCUNIVERSAL .AS OF 12/12, CO HAD 22.0 MIL VIDEO, 19.4 MIL HIGH-SPEED INTERNET, AND 10 MIL PHONE SUBSCRIBERS IN THE U.S. PROGRAMMING CONTENT INCLUDES SPORTS, ENTERTAINMENT, LIFESTYLE AND GAMING CHANNELS. 2012 R EVENUES BY SEGMENT IN %: CABLE COMMUNICATIONS (VIDEO/INTERNE T/VOICE) 62; CABLE NETWORKS 14; BROADCAST TV 13; FILMED ENTE RTAINMENT 8; AND OTHER 3."
PM,US7181721090,Philip Morris Intl Inc,"MANUFACTURES CIGARETTES SOLD WORLDWIDE UNDER THE MARLBORO, L &M, AND OTHER BRANDS. ALSO SELLS CIGARS IN AUSTRALIA AND NEW ZEALAND. OTHER INTERNATIONAL/LOCAL BRANDS: PHILIP MORRIS, M URATTI, NEXT, LARK, SAMPOERNA A, DJI SAM SOE (INDONESIA), DIANA (ITALY) AND APOLLO-SOYUZ (RUSSIA). 2012 REVENUES BY ARE A IN %: EUROPEAN UNION 35; ASIA 27; EASTERN EUROPE/MIDDLE EA S/AFRICA 25; AND LATIN AMERICA/CANADA 13. MARLBORO BRAND: 33 % OF 2012 SHIPMENT VOLUME."
SQ@F.FR,FR0000120578,Sanofi,"SANOFI SA, FORMERLY SANOFI-AVENTIS, IS A GLOBAL AND DIVERSIFIED HEALTHCARE COMPANY BASED IN FRANCE. THE COMPANY DISCOVERS, DEVELOPS AND DISTRIBUTES THERAPEUTIC SOLUTIONS FOCUSED ON PATIENTS' NEEDS. THE COMPANY FOCUSES ON THE FIELD OF HEALTHCARE WITH SIX GROWTH PLATFORMS: DIABETES SOLUTIONS, HUMAN VACCINES, INNOVATIVE DRUGS, CONSUMER HEALTHCARE, EMERGING MARKETS AND ANIMAL HEALTH. THE COMPANY HAS A PORTFOLIO OF PRESCRIPTION DRUGS, VACCINES, GENERICS AND CONSUMER HEALTHCARE PRODUCTS. THE COMPANY IS ACTIVE DOMESTICALLY AND ABROAD, INCLUDING OTHER EUROPEAN COUNTRIES, NORTH AND LATIN AMERICAS, ASIA, AFRICA AND MIDDLE EAST. IN DECEMBER 2012, SANOFI ANNOUNCED THAT IT COMPLETED THE DIVESTITURE OF ITS DERMATOLOGY BUSINESS, DERMIK, TO VALEANT PHARMACEUTICALS INTERNATIONAL, INC. IN APRIL 2013, THE COMPANY INAUGURATED ITS LOGISTICS PLATFORM IN CASABLANCA, MOROCCO."
TOT,US89151E1091,Total S A Adr,"ENGAGED IN EXPLORATION, PRODUCTION, REFINING, MARKETING AND TRANSPORTATION OF CRUDE OIL AND PETROLEUM PRODUCTS GLOBALLY. RESERVES AS OF 12/12 STOOD AT 20.0 TRIL CU FT GAS, 3.65 BIL BBLS OIL AND 1.03 BIL BBLS BITUMEN. 2012 REVENUES BY SEGMENT IN %: REFINING AND CHEMICALS 46; MARKETING AND SERVICE 43 ; AND UPSTREAM 11. REVENUES BY AREA IN %: FRANCE 23; OTHER E UROPE 52; NORTH AMERICA 9; AFRICA 9; AND REST OF THE WORLD 7 ."
INTC,US4581401001,Intel Corp,"MANUFACTURES MICROPROCESSORS, CHIPSETS, NETWORK PROCESSORS, NON-VOLATILE MEMORY, AND STORAGE FOR COMPUTING MARKETS. 2012 REVENUES BY SEGMENT IN %: PC CLIENT GROUP 64; DATA CENTER G ROUP 20; ARCHITECTURE OPERATING 8; SOFTWARE AND SERVICES 5; AND OTHER 3. REVENUES BY AREA IN %: SINGAPORE 24; TAIWAN 17; U.S. 16; CHINA (EXCLUDING HONG KONG) 15; JAPAN 8; AND OTHER 20. MAJOR CUSTOMERS IN %: HEWLETT-PACKARD 18; DELL INC 14; AND LENOVO 11."
DIS,US2546871060,Walt Disney Company,"OPERATES THEME PARKS AND RESORTS, PRODUCES FILMED ENTERTAINM ENT, AND LICENSES, PUBLISHES AND SELLS TOYS, BOOKS, ETC. 201 2-13 SALES BY SEGMENT IN %: MEDIA NETWORKS (ABC TELEVISION N ETWORK, ESPN, THE DISNEY CHANNEL, A&E TV NETWORKS, RADIO, ETC) 45; THEME PARKS AND RESORTS 31; STUDIO ENTERTAINMENT 13; CONSUMER PRODUCTS 8; AND INTERACTIVE MEDIA 3. REVENUES BY G EOGRAPHIC AREA IN %: U.S. AND CANADA 76; EUROPE 14; ASIA PAC IFIC 7; AND OTHER 3."
GSK,US37733W1053,Glaxosmithkline Plc Adr,"U.K.-BASED DEVELOPER OF PHARMACEUTICALS FOR RESPIRATORY AND CARDIOVASCULAR DISEASES, VIRUSES AND VACCINES AS WELL AS CEN TRAL NERVOUS SYSTEM DISORDERS, BACTERIAL INFECTIONS, AND DER MATOLOGICAL CONDITIONS. 2012 REVENUES BY SEGMENT IN %: PHARMACEUTICALS 68; CONSUMER HEALTHCARE 19; AND VACCINES 13. REV ENUES BY GEOGRAPHIC AREA IN %: U.S. 32; EUROPE 28; EMERGING MARKETS 26; JAPAN 8; AND OTHER 6."
GSK.GB,GB0009252882,Glaxosmithkline,"GLAXOSMITHKLINE PLC (GSK) IS GLOBAL HEALTHCARE GROUP, WHICH IS ENGAGED IN THE CREATION AND DISCOVERY, DEVELOPMENT, MANUFACTURE AND MARKETING OF PHARMACEUTICAL PRODUCTS, INCLUDING VACCINES, OVER-THE-COUNTER (OTC) MEDICINES AND HEALTH-RELATED CONSUMER PRODUCTS. GSK'S PRINCIPAL PHARMACEUTICAL PRODUCTS INCLUDE MEDICINES IN THERAPEUTIC AREAS: RESPIRATORY, ANTI-VIRALS, CENTRAL NERVOUS SYSTEM, CARDIOVASCULAR AND UROGENITAL, METABOLIC, ANTIBACTERIALS, ONCOLOGY AND EMESIS, DERMATOLOGY, RARE DISEASES, IMMUNO-INFLAMMATION, VACCINES AND HUMAN IMMUNODEFICIENCY VIRUS (HIV). THE COMPANY OPERATES IN THREE PRIMARY AREAS OF BUSINESS: PHARMACEUTICALS, VACCINES AND CONSUMER HEALTHCARE. ON JANUARY 30, 2013, GSK ACQUIRED ADDITIONAL 29.3% INTEREST IN GLAXOSMITHKLINE CONSUMER HEALTHCARE LTD. IN MAY 2013, GLAXOSMITHKLINE PLC ACQUIRED OKAIROS AG. IN DECEMBER 2013, SUNTORY BEVERAGE & FOOD LTD FULLY ACQUIRED LUCOZADE RIBENA "
PEP,US7134481081,Pepsico Inc,"MANUFACTURES A VARIETY OF SALTY, CONVENIENT, SWEET GRAIN-BAS ED SNACKS AND CARBONATED AND NONCARBONATED DRINKS. BRANDS IN CLUDE QUAKER OATS, FRITOS, LAYS, PEPSI AND MOUNTAIN DEW. 201 2 REVENUES BY SEGMENT IN %: PEPSICO AMERICAS BEVERAGES 33; - FRITO-LAY N AMERICA 21; EUROPE 21; LATIN AMERICA FOODS AND S NACKS 12; ASIA/MIDDLE EAST/AFRICA 10; AND QUAKER FOODSAMERIC A 3. INTERNATION REVENUES: 49% OF NET REVENUES. WAL-MART STO RES: 11% OF NET REVENUES."
QCOM,US7475251036,Qualcomm Inc,"DESIGNS CDMA-BASED/RF/POWER MANAGEMENT ICS AND SYSTEM SOFTWA RE USED IN WIRELESS HANDSETS, MODEM CARDS AND NETWORKS FOR T RANSPORTATION, GOVERNMENT, MULTIMEDIA AND FINANCIAL MARKETS. 2012-13 REVENUES BY SEGMENT IN %: CDMA 67; TECHNOLOGY LICENSING 30; WIRELESS INTERNET 2; AND OTHER 1. REVENUES BY AREA IN %: CHINA 49; SOUTH KOREA 20; TAIWAN 11; U.S. 3; AND OTHE R 17. HON HAI PRECISION AND SAMSUNG EACH ACCOUNTED FOR MORE THAN 10% OF REVENUES."
TCNT.HK,KYG875721485,Tencent Holdings,"TENCENT HOLDINGS LIMITED IS AN INVESTMENT HOLDING COMPANY. THE COMPANY AND ITS SUBSIDIARIES ARE PRINCIPALLY ENGAGED IN THE PROVISION OF INTERNET VALUE-ADDED SERVICES, MOBILE AND TELECOMMUNICATIONS VALUE-ADDED SERVICES AND ONLINE ADVERTISING SERVICES TO USERS IN THE PEOPLE'S REPUBLIC OF CHINA. THE COMPANY OPERATES IN FOUR SEGMENTS: INTERNET VALUE-ADDED SERVICES, MOBILE AND TELECOMMUNICATIONS VALUE-ADDED SERVICES, ONLINE ADVERTISING, AND OTHERS. AS OF DECEMBER 31, 2011, ITS SUBSIDIARIES INCLUDED TENCENT CYBER (TIANJIN) COMPANY LIMITED, TENCENT ASSET MANAGEMENT LIMITED, TENCENT TECHNOLOGY (BEIJING) COMPANY LIMITED, TENCENT CYBER (SHENZHEN) COMPANY LIMITED, TENCENT TECHNOLOGY (SHANGHAI) COMPANY LIMITED AND OTHERS."
