symbol,name,sector,price,price_chg,price__chg,vol_rate,avg_dly__vol_000,mkt_val_mil_usd,pe_ratio,company_description,industry_sector,industry_group,isin,major_industry,headquarters,exchange_primary_listing,exchange,trading_country
JNJ.DE,Johnson & Johnson (Fra),Health Care,69.82,0,0,-100,173,267944,21,"JOHNSON & JOHNSON IS A HOLDING COMPANY. THE COMPANY IS ENGAGED IN THE RESEARCH AND DEVELOPMENT, MANUFACTURE AND SALE OF A BROAD RANGE OF PRODUCTS IN THE HEALTH CARE FIELD. THE BUSINESS OF JOHNSON & JOHNSON IS CONDUCTED BY MORE THAN 275 OPERATING COMPANIES LOCATED IN 60 COUNTRIES, INCLUDING THE UNITED STATES, WHICH SELL PRODUCTS IN VIRTUALLY ALL COUNTRIES THROUGHOUT THE WORLD. IN MARCH 2013, JOHNSON & JOHNSON'S CORDIS CORPORATION ANNOUNCED THE ACQUISITION OF FLEXIBLE STENTING SOLUTIONS, INC. IN JUNE 2013, JOHNSON & JOHNSON ANNOUNCED THE OPENING OF THE JOHNSON & JOHNSON INNOVATION CENTER IN BOSTON. IN AUGUST 2013, JOHNSON & JOHNSON ANNOUNCED IT HAS COMPLETED ITS ACQUISITION OF ARAGON PHARMACEUTICALS, INC., A PHARMACEUTICAL DISCOVERY AND DEVELOPMENT COMPANY FOCUSED ON DRUGS TO TREAT HORMONALLY DRIVEN CANCERS.",MEDICAL,Medical-Diversified,US4781601046,Healthcare-Drug/Diversfd,,"No (NYSE, JNJ)",FRANKFURT,GERMANY
JNJX.DE,Johnson & Johnson (Xet),Health Care,69.7,-0.13,-0.186166404,25.29434106,184,267483,21,"JOHNSON & JOHNSON IS A HOLDING COMPANY. THE COMPANY IS ENGAGED IN THE RESEARCH AND DEVELOPMENT, MANUFACTURE AND SALE OF A BROAD RANGE OF PRODUCTS IN THE HEALTH CARE FIELD. THE BUSINESS OF JOHNSON & JOHNSON IS CONDUCTED BY MORE THAN 275 OPERATING COMPANIES LOCATED IN 60 COUNTRIES, INCLUDING THE UNITED STATES, WHICH SELL PRODUCTS IN VIRTUALLY ALL COUNTRIES THROUGHOUT THE WORLD. IN MARCH 2013, JOHNSON & JOHNSON'S CORDIS CORPORATION ANNOUNCED THE ACQUISITION OF FLEXIBLE STENTING SOLUTIONS, INC. IN JUNE 2013, JOHNSON & JOHNSON ANNOUNCED THE OPENING OF THE JOHNSON & JOHNSON INNOVATION CENTER IN BOSTON. IN AUGUST 2013, JOHNSON & JOHNSON ANNOUNCED IT HAS COMPLETED ITS ACQUISITION OF ARAGON PHARMACEUTICALS, INC., A PHARMACEUTICAL DISCOVERY AND DEVELOPMENT COMPANY FOCUSED ON DRUGS TO TREAT HORMONALLY DRIVEN CANCERS.",MEDICAL,Medical-Diversified,US4781601046,Healthcare-Drug/Diversfd,,"No (NYSE, JNJ)",XETRA,GERMANY
JNJ,Johnson & Johnson,Health Care,94.64,-0.16,-0.168776,18.6895811,670767,267020,17,"DEVELOPS HEALTH CARE PRODUCTS AND PROVIDES RELATED SERVICES TO THE CONSUMER, PHARMACEUTICAL AND MEDICAL MARKETS THROUGH 146 FACILITIES WORLDWIDE. CONSUMER BRANDS INCLUDE TYLENOL, A VEENO, BAND-AID, SPLENDA, NEUTROGENA AND JOHNSON'S. 2012 REVENUES BY SEGMENT IN %: MEDICAL DEVICES AND DIAGNOSTICS 41; PHARMACEUTICAL 38; AND CONSUMER 21. REVENUES BY AREA IN %: U .S. 44; EUROPE 25; ASIA-PACIFIC, AFRICA 20; AND WESTERN HEMI SPHERE EXCLUDING U.S. 11.",MEDICAL,Medical-Diversified,US4781601046,Healthcare-Drug/Diversfd,"New Brunswick, NJ",Yes,NYSE,UNITED STATES
CVX.BE,Chevron Cert. (Bru),Energy,87.29,0.29,0.333333333,766.6666667,5,256073,,,ENERGY,Oil&Gas-Integrated,BE0004589306,,,Yes,BRUSSELS,BELGIUM
WMT.DE,Wal Mart Stores (Fra),Retail,57.32,0,0,-100,52,252294,15,"WAL-MART STORES, INC. (WALMART) OPERATES RETAIL STORES IN VARIOUS FORMATS GLOBALLY. THE COMPANY OPERATES IN THREE SEGMENTS: THE WALMART U.S., THE WALMART INTERNATIONAL AND THE SAM'S CLUB. DURING THE FISCAL YEAR ENDED JANUARY 31, 2013 (FISCAL 2013), ITS WALMART U.S. SEGMENT ACCOUNTED FOR APPROXIMATELY 59% OF ITS NET SALES AND OPERATED RETAIL STORES IN VARIOUS FORMATS IN ALL 50 STATES IN THE UNITED STATES AND PUERTO RICO, AS WELL AS WALMART'S ONLINE RETAIL OPERATIONS, WALMART.COM. ITS WALMART INTERNATIONAL SEGMENT CONSISTS OF RETAIL OPERATIONS IN 26 COUNTRIES. IN FISCAL 2013, THIS SEGMENT GENERATED APPROXIMATELY 29% OF ITS NET SALES. THE WALMART INTERNATIONAL SEGMENT INCLUDES A RANGE OF FORMATS OF RETAIL STORES, RESTAURANTS, SAM'S CLUBS AND ONLINE RETAIL OPERATIONS, WHICH OPERATE OUTSIDE THE UNITED STATES. SAM'S CLUB SEGMENT CONSISTS OF MEMBERSHIP WAREHOUSE CLUBS OPERATED IN 47 STATES IN THE UNITED ",RETAIL,Retail-Major Disc Chains,US9311421039,Retail-Major Chain,,"No (NYSE, WMT)",FRANKFURT,GERMANY
WMTX.DE,Wal Mart Stores (Xet),Retail,56.6,-0.95,-1.650738488,109.8550725,20,249108,15,"WAL-MART STORES, INC. (WALMART) OPERATES RETAIL STORES IN VARIOUS FORMATS GLOBALLY. THE COMPANY OPERATES IN THREE SEGMENTS: THE WALMART U.S., THE WALMART INTERNATIONAL AND THE SAM'S CLUB. DURING THE FISCAL YEAR ENDED JANUARY 31, 2013 (FISCAL 2013), ITS WALMART U.S. SEGMENT ACCOUNTED FOR APPROXIMATELY 59% OF ITS NET SALES AND OPERATED RETAIL STORES IN VARIOUS FORMATS IN ALL 50 STATES IN THE UNITED STATES AND PUERTO RICO, AS WELL AS WALMART'S ONLINE RETAIL OPERATIONS, WALMART.COM. ITS WALMART INTERNATIONAL SEGMENT CONSISTS OF RETAIL OPERATIONS IN 26 COUNTRIES. IN FISCAL 2013, THIS SEGMENT GENERATED APPROXIMATELY 29% OF ITS NET SALES. THE WALMART INTERNATIONAL SEGMENT INCLUDES A RANGE OF FORMATS OF RETAIL STORES, RESTAURANTS, SAM'S CLUBS AND ONLINE RETAIL OPERATIONS, WHICH OPERATE OUTSIDE THE UNITED STATES. SAM'S CLUB SEGMENT CONSISTS OF MEMBERSHIP WAREHOUSE CLUBS OPERATED IN 47 STATES IN THE UNITED ",RETAIL,Retail-Major Disc Chains,US9311421039,Retail-Major Chain,,"No (NYSE, WMT)",XETRA,GERMANY
WMT,Wal-Mart Stores,Retail,76.76,-0.9,-1.158897,27.37848606,438585,248377,15,"OPERATES 10,096 WAL-MART/SAM'S CLUB STORES WORLDWIDE UNDER D ISCOUNT, SUPERCENTER AND NEIGHBORHOOD MARKET FORMATS. OPERAT ES IN 26 COUNTRIES AND PUERTO RICO. ALSO OFFERS PRODUCTS VIA WALMART.COM. 2012-13 REVENUES BY SEGMENT IN %: WAL-MART U.- S. 59; WAL-MART INTL 29; AND SAM'S CLUB 12. WAL-MART U.S. RE VENUES BY PRODUCT IN %: GROCERY 55; ENTERTAINMENT 11; HEALTH AND WELLNESS 11; HARDLINES 9; APPAREL 7; AND HOME 7.",RETAIL,Retail-Major Disc Chains,US9311421039,Retail-Major Chain,"Bentonville, AR",Yes,NYSE,UNITED STATES
WFC,Wells Fargo & Company,Financial,46.39,-0.01,-0.021551,-21.45459419,761619,244363,12,"DIVERSIFIED FINANCIAL SERVICES HOLDING COMPANY WITH 9,000 OF FICES THROUGHOUT THE U.S. AND WORLDWIDE. PROVIDES BANKING, I NSURANCE, INVESTMENTS, MORTGAGE AND CONSUMER FINANCE. 2012 L OAN PORTFOLIO IN %: 1-TO-4 FAMILY MORTGAGES 41; COMMERCIAL - 24; CREDIT CARD/INSTALLMENT 14; COMMERCIAL REAL ESTATE MORTG AGE 12; FOREIGN 5; CONSTRUCTION 3; AND LEASE FINANCING 1. AS OF 12/12, TOTAL ASSETS STOOD AT $1.42 TRIL, UP 8% FROM 12/1 1.",BANKS,Banks-Money Center,US9497461015,Bank-Money Center,"San Francisco, CA",Yes,NYSE,UNITED STATES
NWT.DE,Wells Fargo & Co (Fra),Financial,34.12,0,0,-100,55,243967,12,"WELLS FARGO & COMPANY IS A BANK HOLDING COMPANY. IT HAS THREE OPERATING SEGMENTS: COMMUNITY BANKING, WHOLESALE BANKING AND WEALTH, AND BROKERAGE AND RETIREMENT. IT PROVIDES RETAIL, COMMERCIAL AND CORPORATE BANKING SERVICES THROUGH BANKING STORES AND OFFICES, THE INTERNET AND OTHER DISTRIBUTION CHANNELS TO INDIVIDUALS, BUSINESSES AND INSTITUTIONS IN ALL 50 STATES, THE DISTRICT OF COLUMBIA AND IN OTHER COUNTRIES. THE COMPANY PROVIDES OTHER FINANCIAL SERVICES THROUGH SUBSIDIARIES ENGAGED IN VARIOUS BUSINESSES, PRINCIPALLY WHOLESALE BANKING, MORTGAGE BANKING, CONSUMER FINANCE, EQUIPMENT LEASING, AGRICULTURAL FINANCE, COMMERCIAL FINANCE, SECURITIES BROKERAGE AND INVESTMENT BANKING, INSURANCE AGENCY AND BROKERAGE SERVICES, COMPUTER AND DATA PROCESSING SERVICES, TRUST SERVICES, INVESTMENT ADVISORY SERVICES, MORTGAGE-BACKED SECURITIES SERVICING AND VENTURE CAPITAL INVESTMENT. EFFECTIVE NOVEMBER 21, 2013, ",BANKS,Banks-Money Center,US9497461015,Bank-Money Center,,"No (NYSE, WFC)",FRANKFURT,GERMANY
NWTX.DE,Wells Fargo & Co (Xet),Financial,33.83,-0.455,-1.327110981,-85.6,21,241908,12,"WELLS FARGO & COMPANY IS A BANK HOLDING COMPANY. IT HAS THREE OPERATING SEGMENTS: COMMUNITY BANKING, WHOLESALE BANKING AND WEALTH, AND BROKERAGE AND RETIREMENT. IT PROVIDES RETAIL, COMMERCIAL AND CORPORATE BANKING SERVICES THROUGH BANKING STORES AND OFFICES, THE INTERNET AND OTHER DISTRIBUTION CHANNELS TO INDIVIDUALS, BUSINESSES AND INSTITUTIONS IN ALL 50 STATES, THE DISTRICT OF COLUMBIA AND IN OTHER COUNTRIES. THE COMPANY PROVIDES OTHER FINANCIAL SERVICES THROUGH SUBSIDIARIES ENGAGED IN VARIOUS BUSINESSES, PRINCIPALLY WHOLESALE BANKING, MORTGAGE BANKING, CONSUMER FINANCE, EQUIPMENT LEASING, AGRICULTURAL FINANCE, COMMERCIAL FINANCE, SECURITIES BROKERAGE AND INVESTMENT BANKING, INSURANCE AGENCY AND BROKERAGE SERVICES, COMPUTER AND DATA PROCESSING SERVICES, TRUST SERVICES, INVESTMENT ADVISORY SERVICES, MORTGAGE-BACKED SECURITIES SERVICING AND VENTURE CAPITAL INVESTMENT. EFFECTIVE NOVEMBER 21, 2013, ",BANKS,Banks-Money Center,US9497461015,Bank-Money Center,,"No (NYSE, WFC)",XETRA,GERMANY
RDSB,Royal Dutch Shell B Ads,Energy,75.42,0.35,0.466231,92.49697902,68336,241329,11,"ENGAGED IN EXPLORATION, PRODUCTION AND REFINING OF CRUDE OIL AND NATURAL GAS WORLDWIDE. ALSO PRODUCES PETROCHEMICAL PROD UCTS. AT 12/12, PROVED RESERVES WERE 4.38 BIL BBLS OF OIL AN D NGL, 47.79 TRIL CU FT OF NATURAL GAS AND 1.76 BIL BBLS OF SYNTHETIC CRUDE OIL. 2012 REVENUES BY SEGMENT IN %: DOWNSTRE AM 91; AND UPSTREAM 9. REVENUES BY AREA IN %: EUROPE 39; ASI A/OCEANIA/AFRICA 34; U.S. 20; AND OTHER AMERICAS 7.",ENERGY,Oil&Gas-Integrated,US7802591070,Oil&Gas-Integrated,NETHERLANDS,Yes,NYSE,UNITED STATES
NE#X.DE,Nestle Spn.Adr. (Xet) Regd.Shs Adr 1:1,Consumer Staple,54.75,0.8,1.482854495,168.5064935,118,240149,20,"NESTLE SA IS A SWITZERLAND-BASED HOLDING COMPANY OF THE NESTLE GROUP (THE GROUP) AND IS PRINCIPALLY ENGAGED IN THE DEVELOPMENT AND PRODUCTION OF FOOD AND BEVERAGE. THE GROUP MANAGES ITS FOOD AND BEVERAGES BUSINESS THROUGH THREE GEOGRAPHIC ZONES (ZONE EUROPE, ZONE AMERICAS AND ZONE ASIA, OCEANIA AND AFRICA) AND GLOBALLY FOR NESTLE WATERS, NESTLE NUTRITION AND OTHER FOOD AND BEVERAGES (OTHERS). THE OTHERS SEGMENT INCLUDES ACTIVITIES OF NESTLE PROFESSIONAL, NESPRESSO, NESTLE HEALTH SCIENCE AND THE JOINT VENTURES IN BOTH FOOD AND BEVERAGES AND PHARMACEUTICAL ACTIVITIES. THE GROUP'S PRODUCTS ARE DIVERSIFIED INTO SEVEN PRODUCT GROUPS: POWDERED AND LIQUID BEVERAGES; WATER; MILK PRODUCTS AND ICE CREAM; NUTRITION AND HEALTHCARE; PREPARED DISHES AND COOKING AIDS; CONFECTIONERY AND PETCARE. IN ADDITION, THE GROUP MANAGES A NUMBER OF BRANDS DIVERSIFIED INTO SPECIFIC PRODUCT GROUPS LIKE BABY FOODS, BOTTLED WAT",FOOD/BEV,Food-Packaged,US6410694060,,Vevey,"No (OTC, NSRGY)",XETRA,GERMANY
NESN.CH,Nestle 'R',Consumer Staple,67.45,0.8,1.200300075,14.54234269,280358,239974,20,"NESTLE SA IS A SWITZERLAND-BASED HOLDING COMPANY OF THE NESTLE GROUP (THE GROUP) AND IS PRINCIPALLY ENGAGED IN THE DEVELOPMENT AND PRODUCTION OF FOOD AND BEVERAGE. THE GROUP MANAGES ITS FOOD AND BEVERAGES BUSINESS THROUGH THREE GEOGRAPHIC ZONES (ZONE EUROPE, ZONE AMERICAS AND ZONE ASIA, OCEANIA AND AFRICA) AND GLOBALLY FOR NESTLE WATERS, NESTLE NUTRITION AND OTHER FOOD AND BEVERAGES (OTHERS). THE OTHERS SEGMENT INCLUDES ACTIVITIES OF NESTLE PROFESSIONAL, NESPRESSO, NESTLE HEALTH SCIENCE AND THE JOINT VENTURES IN BOTH FOOD AND BEVERAGES AND PHARMACEUTICAL ACTIVITIES. THE GROUP'S PRODUCTS ARE DIVERSIFIED INTO SEVEN PRODUCT GROUPS: POWDERED AND LIQUID BEVERAGES; WATER; MILK PRODUCTS AND ICE CREAM; NUTRITION AND HEALTHCARE; PREPARED DISHES AND COOKING AIDS; CONFECTIONERY AND PETCARE. IN ADDITION, THE GROUP MANAGES A NUMBER OF BRANDS DIVERSIFIED INTO SPECIFIC PRODUCT GROUPS LIKE BABY FOODS, BOTTLED WAT",FOOD/BEV,Food-Packaged,CH0038863350,,Vevey,Yes,SWISS SE,SWITZERLAND
NSRX.DE,Nestle 'R' (Xet),Consumer Staple,54.67,0.83,1.541604755,55.57411709,2094,239798,20,"NESTLE SA IS A SWITZERLAND-BASED HOLDING COMPANY OF THE NESTLE GROUP (THE GROUP) AND IS PRINCIPALLY ENGAGED IN THE DEVELOPMENT AND PRODUCTION OF FOOD AND BEVERAGE. THE GROUP MANAGES ITS FOOD AND BEVERAGES BUSINESS THROUGH THREE GEOGRAPHIC ZONES (ZONE EUROPE, ZONE AMERICAS AND ZONE ASIA, OCEANIA AND AFRICA) AND GLOBALLY FOR NESTLE WATERS, NESTLE NUTRITION AND OTHER FOOD AND BEVERAGES (OTHERS). THE OTHERS SEGMENT INCLUDES ACTIVITIES OF NESTLE PROFESSIONAL, NESPRESSO, NESTLE HEALTH SCIENCE AND THE JOINT VENTURES IN BOTH FOOD AND BEVERAGES AND PHARMACEUTICAL ACTIVITIES. THE GROUP'S PRODUCTS ARE DIVERSIFIED INTO SEVEN PRODUCT GROUPS: POWDERED AND LIQUID BEVERAGES; WATER; MILK PRODUCTS AND ICE CREAM; NUTRITION AND HEALTHCARE; PREPARED DISHES AND COOKING AIDS; CONFECTIONERY AND PETCARE. IN ADDITION, THE GROUP MANAGES A NUMBER OF BRANDS DIVERSIFIED INTO SPECIFIC PRODUCT GROUPS LIKE BABY FOODS, BOTTLED WAT",FOOD/BEV,Food-Packaged,CH0038863350,,Vevey,"No (SWISS SE, NESN.CH)",XETRA,GERMANY
RHHBY,Roche Holding Ltd Adr,Health Care,69.75,0.22,0.31641,-33.33984757,35579,236871,21,"DEVELOPS THERAPEUTIC, PREVENTATIVE AND DIAGNOSTIC AGENTS FOR THE TREATMENT OF VARIOUS DISEASES. 2012 REVENUES BY SEGMENT IN %: PHARMACEUTICALS 77; AND DIAGNOSTICS 23. PHARMACEUTICA LS SEGMENT REVENUES IN %: ONCOLOGY 61; INFLAMMATION/TRANSPLANTATION/AUTOIMMUNE 9; AND OTHER 30. DIAGNOSTICS SEGMENT REV ENUES IN %: PROFESSIONAL DIAGNOSTICS 50; DIABETES 25; AND OT HER 25. REVENUES BY AREA IN %: AMERICAS 45; EUROPE 32; ASIA 20; AND OTHER 3.",MEDICAL,Medical-Ethical Drugs,US7711951043,Healthcare-Drug/Diversfd,SWITZERLAND,Yes,OTC,UNITED STATES
NESM.DE,Nestle Spn.Adr. (Fra) Regd.Shs Adr 1:1,Consumer Staple,53.86,0,0,-100,137,236231,20,"NESTLE SA IS A SWITZERLAND-BASED HOLDING COMPANY OF THE NESTLE GROUP (THE GROUP) AND IS PRINCIPALLY ENGAGED IN THE DEVELOPMENT AND PRODUCTION OF FOOD AND BEVERAGE. THE GROUP MANAGES ITS FOOD AND BEVERAGES BUSINESS THROUGH THREE GEOGRAPHIC ZONES (ZONE EUROPE, ZONE AMERICAS AND ZONE ASIA, OCEANIA AND AFRICA) AND GLOBALLY FOR NESTLE WATERS, NESTLE NUTRITION AND OTHER FOOD AND BEVERAGES (OTHERS). THE OTHERS SEGMENT INCLUDES ACTIVITIES OF NESTLE PROFESSIONAL, NESPRESSO, NESTLE HEALTH SCIENCE AND THE JOINT VENTURES IN BOTH FOOD AND BEVERAGES AND PHARMACEUTICAL ACTIVITIES. THE GROUP'S PRODUCTS ARE DIVERSIFIED INTO SEVEN PRODUCT GROUPS: POWDERED AND LIQUID BEVERAGES; WATER; MILK PRODUCTS AND ICE CREAM; NUTRITION AND HEALTHCARE; PREPARED DISHES AND COOKING AIDS; CONFECTIONERY AND PETCARE. IN ADDITION, THE GROUP MANAGES A NUMBER OF BRANDS DIVERSIFIED INTO SPECIFIC PRODUCT GROUPS LIKE BABY FOODS, BOTTLED WAT",FOOD/BEV,Food-Packaged,US6410694060,,Vevey,"No (OTC, NSRGY)",FRANKFURT,GERMANY
NESR.DE,Nestle 'R' (Fra),Consumer Staple,53.85,0,0,-100,1213,236201,20,"NESTLE SA IS A SWITZERLAND-BASED HOLDING COMPANY OF THE NESTLE GROUP (THE GROUP) AND IS PRINCIPALLY ENGAGED IN THE DEVELOPMENT AND PRODUCTION OF FOOD AND BEVERAGE. THE GROUP MANAGES ITS FOOD AND BEVERAGES BUSINESS THROUGH THREE GEOGRAPHIC ZONES (ZONE EUROPE, ZONE AMERICAS AND ZONE ASIA, OCEANIA AND AFRICA) AND GLOBALLY FOR NESTLE WATERS, NESTLE NUTRITION AND OTHER FOOD AND BEVERAGES (OTHERS). THE OTHERS SEGMENT INCLUDES ACTIVITIES OF NESTLE PROFESSIONAL, NESPRESSO, NESTLE HEALTH SCIENCE AND THE JOINT VENTURES IN BOTH FOOD AND BEVERAGES AND PHARMACEUTICAL ACTIVITIES. THE GROUP'S PRODUCTS ARE DIVERSIFIED INTO SEVEN PRODUCT GROUPS: POWDERED AND LIQUID BEVERAGES; WATER; MILK PRODUCTS AND ICE CREAM; NUTRITION AND HEALTHCARE; PREPARED DISHES AND COOKING AIDS; CONFECTIONERY AND PETCARE. IN ADDITION, THE GROUP MANAGES A NUMBER OF BRANDS DIVERSIFIED INTO SPECIFIC PRODUCT GROUPS LIKE BABY FOODS, BOTTLED WAT",FOOD/BEV,Food-Packaged,CH0038863350,,Vevey,"No (SWISS SE, NESN.CH)",FRANKFURT,GERMANY
CHVX.DE,Chevron (Xet),Energy,88.3,0.33,0.375127885,-35.57422969,32,230979,10,"CHEVRON CORPORATION (CHEVRON) MANAGES ITS INVESTMENTS IN SUBSIDIARIES AND AFFILIATES AND PROVIDES ADMINISTRATIVE, FINANCIAL, MANAGEMENT AND TECHNOLOGY SUPPORT TO THE UNITED STATES AND INTERNATIONAL SUBSIDIARIES THAT ENGAGE IN FULLY INTEGRATED PETROLEUM OPERATIONS, CHEMICALS OPERATIONS, MINING ACTIVITIES, POWER GENERATION AND ENERGY SERVICES. UPSTREAM OPERATIONS CONSIST PRIMARILY OF EXPLORING FOR, DEVELOPING AND PRODUCING CRUDE OIL AND NATURAL GAS; PROCESSING, TRANSPORTATION AND REGASIFICATION ASSOCIATED WITH LIQUEFIED NATURAL GAS; TRANSPORTING CRUDE OIL BY INTERNATIONAL OIL EXPORT PIPELINES; TRANSPORTING, STORAGE AND MARKETING OF NATURAL GAS, AND A GAS-TO-LIQUIDS PROJECT. DOWNSTREAM OPERATIONS CONSIST PRIMARILY OF REFINING CRUDE OIL INTO PETROLEUM PRODUCTS; TRANSPORTING CRUDE OIL AND REFINED PRODUCTS BY PIPELINE, MARINE VESSEL, MOTOR EQUIPMENT AND RAIL CAR, AND MANUFACTURING AND MARKETING OF COMMO",ENERGY,Oil&Gas-Integrated,US1667641005,,,"No (NYSE, CVX)",XETRA,GERMANY
CHV.DE,Chevron (Fra),Energy,87.91,0,0,-100,96,229967,10,"CHEVRON CORPORATION (CHEVRON) MANAGES ITS INVESTMENTS IN SUBSIDIARIES AND AFFILIATES AND PROVIDES ADMINISTRATIVE, FINANCIAL, MANAGEMENT AND TECHNOLOGY SUPPORT TO THE UNITED STATES AND INTERNATIONAL SUBSIDIARIES THAT ENGAGE IN FULLY INTEGRATED PETROLEUM OPERATIONS, CHEMICALS OPERATIONS, MINING ACTIVITIES, POWER GENERATION AND ENERGY SERVICES. UPSTREAM OPERATIONS CONSIST PRIMARILY OF EXPLORING FOR, DEVELOPING AND PRODUCING CRUDE OIL AND NATURAL GAS; PROCESSING, TRANSPORTATION AND REGASIFICATION ASSOCIATED WITH LIQUEFIED NATURAL GAS; TRANSPORTING CRUDE OIL BY INTERNATIONAL OIL EXPORT PIPELINES; TRANSPORTING, STORAGE AND MARKETING OF NATURAL GAS, AND A GAS-TO-LIQUIDS PROJECT. DOWNSTREAM OPERATIONS CONSIST PRIMARILY OF REFINING CRUDE OIL INTO PETROLEUM PRODUCTS; TRANSPORTING CRUDE OIL AND REFINED PRODUCTS BY PIPELINE, MARINE VESSEL, MOTOR EQUIPMENT AND RAIL CAR, AND MANUFACTURING AND MARKETING OF COMMO",ENERGY,Oil&Gas-Integrated,US1667641005,,,"No (NYSE, CVX)",FRANKFURT,GERMANY
RDSA,Royal Dutch Shell A Ads,Energy,71.74,0.37,0.518425,45.43406851,152089,229554,10,"ENGAGED IN EXPLORATION, PRODUCTION AND REFINING OF CRUDE OIL AND NATURAL GAS WORLDWIDE. ALSO PRODUCES PETROCHEMICAL PROD UCTS. AT 12/12, PROVED RESERVES WERE 4.38 BIL BBLS OF OIL AN D NGL, 47.79 TRIL CU FT OF NATURAL GAS AND 1.76 BIL BBLS OF SYNTHETIC CRUDE OIL. 2012 REVENUES BY SEGMENT IN %: DOWNSTRE AM 91; AND UPSTREAM 9. REVENUES BY AREA IN %: EUROPE 39; ASI A/OCEANIA/AFRICA 34; U.S. 20; AND OTHER AMERICAS 7.",ENERGY,Oil&Gas-Integrated,US7802592060,Oil&Gas-Integrated,NETHERLANDS,Yes,NYSE,UNITED STATES
CVX,Chevron Corp,Energy,118.83,-0.35,-0.293673,-12.16908999,681149,228530,10,"ENGAGED IN EXPLORATION, PRODUCTION, REFINING AND MARKETING O F OIL AND GAS IN THE U.S. AND WORLDWIDE. AS OF 12/12, PROVED RESERVES STOOD AT 6.48 BIL BBLS OF OIL AND NATURAL GAS LIQU IDS AND 29.1 TRIL CU FT OF GAS. HOLDS 15.7 MIL GROSS (8.07 - MIL NET) DEVELOPED ACRES AND 90.8 MIL GROSS (49.3 MIL NET) U NDEVELOPED ACRES. 2012 OPERATING REVENUES BY SEGMENT IN %: D OWNSTREAM 72; UPSTREAM 27; AND OTHER 1. INTERNATIONAL REVENU ES: 60% OF REVENUES.",ENERGY,Oil&Gas-Integrated,US1667641005,Oil&Gas-Integrated,"San Ramon, CA",Yes,NYSE,UNITED STATES
JPM,J P Morgan Chase & Co,Financial,58.99,-0.5,-0.840477,25.67715609,1026339,221754,10,"GLOBAL FINANCIAL CO PROVIDING PRIVATE, COMMERCIAL AND INVEST MENT BANKING AND TREASURY SERVICES IN OVER 60 COUNTRIES. 201 2 REVENUES BY SEGMENT IN %: CONSUMER AND COMMUNITY BANKING 5 0; CORPORATE AND INVESTMENT BANK 34; ASSET MANAGEMENT 10; COMMERCIAL BANKING 7; AND CORPORATE/PRIVATE EQUITY -1. AS OF 12/12, TOTAL ASSETS STOOD AT $2.35 TRIL, UP 4% FROM 12/11. T OTAL ASSETS UNDER MANAGEMENT STOOD AT $1.4 TRIL, UP 7% FROM 12/11.",BANKS,Banks-Money Center,US46625H1005,Bank-Money Center,"New York, NY",Yes,NYSE,UNITED STATES
CMC.DE,Jp Morgan Chase (Fra) & Co,Financial,43.3,0,0,-100,133,221207,13,"JPMORGAN CHASE & CO. (JPMORGAN CHASE) IS A FINANCIAL HOLDING COMPANY. THE COMPANY IS A GLOBAL FINANCIAL SERVICES FIRM AND A BANKING INSTITUTION IN THE UNITED STATES, WITH GLOBAL OPERATIONS. THE COMPANY IS ENGAGED IN INVESTMENT BANKING, FINANCIAL SERVICES FOR CONSUMERS AND SMALL BUSINESSES, COMMERCIAL BANKING, FINANCIAL TRANSACTION PROCESSING, ASSET MANAGEMENT AND PRIVATE EQUITY. ONE OF THE COMPANY'S PRINCIPAL OPERATING SUBSIDIARIES IN THE UNITED KINGDOM IS J.P. MORGAN SECURITIES PLC., A SUBSIDIARY OF JPMORGAN CHASE BANK, N.A. JPMORGAN CHASE'S ACTIVITIES ARE ORGANIZED INTO FOUR BUSINESS SEGMENTS, AS WELL AS CORPORATE/PRIVATE EQUITY. THE COMPANY'S CONSUMER BUSINESS IS THE CONSUMER & COMMUNITY BANKING SEGMENT. THE COMPANY'S WHOLESALE BUSINESSES CONSISTS OF CORPORATE & INVESTMENT BANK, COMMERCIAL BANKING, AND ASSET MANAGEMENT SEGMENTS. EFFECTIVE JANUARY 7, 2014, JPMORGAN CHASE & CO ACQUIRED AN UNDISCL",BANKS,Banks-Money Center,US46625H1005,Bank-Money Center,,"No (NYSE, JPM)",FRANKFURT,GERMANY
